Uniprot	PDB
Q16539	3OC1
Q16539	3OCG
Q16539	3OD6
Q16539	3ODY
Q16539	3ODZ
Q16539	3OEF
Q16539	3PG3
Q16539	3QUD
Q16539	3QUE
Q16539	3RIN
Q16539	3ROC
Q16539	3S3I
Q16539	3S4Q
Q16539	3U8W
Q16539	3UVP
Q16539	3UVQ
Q16539	3UVR
Q16539	3ZS5
Q16539	3ZSG
Q16539	3ZSH
Q16539	3ZSI
Q16539	3ZYA
Q16539	4A9Y
Q16539	4AA0
Q16539	4AA4
Q16539	4AA5
Q16539	4AAC
Q16539	4DLI
Q16539	4DLJ
Q16539	4E5A
Q16539	4E5B
Q16539	4E6A
Q16539	4E6C
Q16539	4E8A
Q16539	4EH2
Q16539	4EH3
Q16539	4EH4
Q16539	4EH5
Q16539	4EH6
Q16539	4EH7
Q16539	4EH8
Q16539	4EH9
Q16539	4EHV
Q16539	4EWQ
Q16539	4F9W
Q16539	4F9Y
Q16539	4FA2
Q16539	4GEO
Q16539	4KIN
Q16539	4KIP
Q16539	4KIQ
Q16539	4L8M
Q16539	4R3C
Q16539	4ZTH
Q16539	5ETA
Q16539	5ETC
Q16539	5ETF
Q16539	5ETI
Q16539	5ML5
Q16539	5MTX
Q16539	5MTY
Q16539	5MZ3
Q16539	5N63
Q16539	5N64
Q16539	5N65
Q16539	5N66
Q16539	5N67
Q16539	5N68
Q16539	5O8U
Q16539	5O8V
Q16539	5OMG
Q16539	5OMH
Q16539	5TBE
Q16539	5TCO
Q16539	5WJJ
Q16539	5XYX
Q16539	5XYY
Q16539	6ANL
Q16539	6HWT
Q16539	6HWU
Q16539	6HWV
Q16539	6M95
Q16539	6M9L
P04626	1MFG
P04626	1MFL
P04626	1MW4
P04626	1N8Z
P04626	1OVC
P04626	1QR1
P04626	1S78
P04626	2A91
P04626	2JWA
P04626	2KS1
P04626	2L4K
P04626	2N2A
P04626	3BE1
P04626	3H3B
P04626	3MZW
P04626	3N85
P04626	3PP0
P04626	3RCD
P04626	3WLW
P04626	3WSQ
P04626	4GFU
P04626	4HRL
P04626	4HRM
P04626	4HRN
P04626	5K33
P04626	5KWG
P04626	5MY6
P04626	5O4G
P04626	5OB4
P04626	5TQS
P04626	6ATT
P04626	6BGT
P04626	6J71
P04626	6OGE
P30988	5II0
P30988	5UZ7
P30988	6NIY
O60894	2YX8
O60894	3N7P
O60894	3N7R
O60894	3N7S
O60894	4RWG
O60894	5V6Y
O60894	6D1U
O60894	6E3Y
O60895	2XVT
O60895	3AQE
O60895	3AQF
O60895	4RWF
P27169	1V04
P27169	1XHR
P40933	2XQB
P40933	2Z3Q
P40933	2Z3R
P40933	4GS7
P13500	1DOK
P13500	1DOL
P13500	1DOM
P13500	1DON
P13500	1MCA
P13500	1ML0
P13500	2BDN
P13500	2NZ1
P13500	3IFD
P13500	4DN4
P13500	4R8I
P13500	4ZK9
P01138	1SG1
P01138	1WWW
P01138	2IFG
P01138	4EDW
P01138	4EDX
P01138	4ZBN
P01138	5JZ7
P16444	1ITQ
P16444	1ITU
P16152	1WMA
P16152	2PFG
P16152	3BHI
P16152	3BHJ
P16152	3BHM
P16152	4Z3D
Q06520	1EFH
Q06520	1J99
Q06520	1OV4
Q06520	2QP3
Q06520	2QP4
Q06520	3F3Y
Q06520	4IFB
O00204	1Q1Q
O00204	1Q1Z
O00204	1Q20
O00204	1Q22
Q9BY41	1T64
Q9BY41	1T67
Q9BY41	1T69
Q9BY41	1VKG
Q9BY41	1W22
Q9BY41	2V5W
Q9BY41	2V5X
Q9BY41	3EW8
Q9BY41	3EWF
Q9BY41	3EZP
Q9BY41	3EZT
Q9BY41	3F06
Q9BY41	3F07
Q9BY41	3F0R
Q9BY41	3MZ3
Q9BY41	3MZ4
Q9BY41	3MZ6
Q9BY41	3MZ7
Q9BY41	3RQD
Q9BY41	3SFF
Q9BY41	3SFH
Q9BY41	4QA0
Q9BY41	4QA1
Q9BY41	4QA2
Q9BY41	4QA3
Q9BY41	4QA4
Q9BY41	4QA5
Q9BY41	4QA6
Q9BY41	4QA7
Q9BY41	4RN0
Q9BY41	4RN1
Q9BY41	4RN2
Q9BY41	5BWZ
Q9BY41	5D1B
Q9BY41	5D1C
Q9BY41	5D1D
Q9BY41	5DC5
Q9BY41	5DC6
Q9BY41	5DC7
Q9BY41	5DC8
Q9BY41	5FCW
Q9BY41	5THS
Q9BY41	5THT
Q9BY41	5THU
Q9BY41	5THV
Q9BY41	5VI6
Q9BY41	6HSK
Q13547	1TYI
Q13547	4BKX
Q13547	5ICN
O15379	4A69
Q9UBN7	3C5K
Q9UBN7	3GV4
Q9UBN7	3PHD
Q9UBN7	5B8D
Q9UBN7	5EDU
Q9UBN7	5KH3
Q9UBN7	5KH7
Q9UBN7	5KH9
Q9UBN7	5WBN
Q9UBN7	5WPB
Q9UBN7	6CE6
Q9UBN7	6CE8
Q9UBN7	6CEA
Q9UBN7	6CEC
Q9UBN7	6CED
Q9UBN7	6CEE
Q9UBN7	6CEF
P22830	1HRK
P22830	2HRC
P22830	2HRE
P22830	2PNJ
P22830	2PO5
P22830	2PO7
P22830	2QD1
P22830	2QD2
P22830	2QD3
P22830	2QD4
P22830	2QD5
P22830	3AQI
P22830	3HCN
P22830	3HCO
P22830	3HCP
P22830	3HCR
P22830	3W1W
P22830	4F4D
P22830	4KLA
P22830	4KLC
P22830	4KLR
P22830	4KMM
P22830	4MK4
P51161	1O1U
P51161	1O1V
P51161	2MM3
P51161	5L8I
P51161	5L8N
P51161	5L8O
P13073	5Z62
P00395	5Z62
P00403	3VRJ
P00403	5Z62
P00414	5Z62
P20674	5Z62
P10606	5Z62
P09669	5Z62
P24311	5Z62
P15954	5Z62
P10176	5Z62
P14854	5Z62
Q10588	1ISF
Q10588	1ISG
Q10588	1ISH
Q10588	1ISI
Q10588	1ISJ
Q10588	1ISM
Q9NXA8	2B4Y
Q9NXA8	2NYR
Q9NXA8	3RIG
Q9NXA8	3RIY
Q9NXA8	4F4U
Q9NXA8	4F56
Q9NXA8	4G1C
Q9NXA8	4HDA
Q9NXA8	5BWL
Q9NXA8	5XHS
Q9NXA8	6EQS
P68400	1JWH
P68400	1NA7
P68400	1PJK
P68400	2PVR
P68400	2ZJW
P68400	3AMY
P68400	3AT2
P68400	3AT3
P68400	3AT4
P68400	3AXW
P68400	3BQC
P68400	3C13
P68400	3FWQ
P68400	3H30
P68400	3JUH
P68400	3MB6
P68400	3MB7
P68400	3NGA
P68400	3NSZ
P68400	3OWJ
P68400	3OWK
P68400	3OWL
P68400	3PE1
P68400	3PE2
P68400	3PE4
P68400	3Q04
P68400	3Q9W
P68400	3Q9X
P68400	3Q9Y
P68400	3Q9Z
P68400	3QA0
P68400	3R0T
P68400	3RPS
P68400	3TAX
P68400	3U4U
P68400	3U87
P68400	3U9C
P68400	3W8L
P68400	3WAR
P68400	3WIK
P68400	3WIL
P68400	3WOW
P68400	4DGL
P68400	4FBX
P68400	4GRB
P68400	4GUB
P68400	4GYW
P68400	4GYY
P68400	4GZ3
P68400	4IB5
P68400	4KWP
P68400	4MD7
P68400	4MD8
P68400	4MD9
P68400	4NH1
P68400	4RLL
P68400	4UB7
P68400	4UBA
P68400	5B0X
P68400	5CLP
P68400	5CQU
P68400	5CQW
P68400	5CS6
P68400	5CSH
P68400	5CSP
P68400	5CSV
P68400	5CT0
P68400	5CTP
P68400	5CU0
P68400	5CU2
P68400	5CU3
P68400	5CU4
P68400	5CU6
P68400	5CVF
P68400	5CVG
P68400	5CVH
P68400	5CX9
P68400	5H8B
P68400	5H8E
P68400	5H8G
P68400	5HGV
P68400	5KU8
P68400	5KWH
P68400	5M44
P68400	5M4C
P68400	5M4F
P68400	5M4I
P68400	5MMF
P68400	5MMR
P68400	5MO5
P68400	5MO6
P68400	5MO7
P68400	5MO8
P68400	5MOD
P68400	5MOE
P68400	5MOH
P68400	5MOT
P68400	5MOV
P68400	5MOW
P68400	5MP8
P68400	5MPJ
P68400	5N1V
P68400	5N9K
P68400	5N9L
P68400	5N9N
P68400	5NQC
P68400	5OMY
P68400	5ONI
P68400	5OQU
P68400	5ORH
P68400	5ORJ
P68400	5ORK
P68400	5OS7
P68400	5OS8
P68400	5OSL
P68400	5OSP
P68400	5OSR
P68400	5OSU
P68400	5OSZ
P68400	5OT5
P68400	5OT6
P68400	5OTD
P68400	5OTH
P68400	5OTI
P68400	5OTL
P68400	5OTO
P68400	5OTP
P68400	5OTQ
P68400	5OTR
P68400	5OTS
P68400	5OTY
P68400	5OTZ
P68400	5OUE
P68400	5OUL
P68400	5OUM
P68400	5OUU
P68400	5OWH
P68400	5OWL
P68400	5OYF
P68400	5T1H
P68400	5VIE
P68400	5VIF
P68400	5ZN0
P68400	5ZN1
P68400	5ZN2
P68400	5ZN3
P68400	5ZN4
P68400	5ZN5
P68400	6A1C
P68400	6EHK
P68400	6EHU
P68400	6EII
P68400	6GIH
P68400	6GMD
P68400	6HBN
P68400	6HME
P68400	6Q38
P68400	6Q4Q
P16050	2ABT
Q8TCG2	4WTV
P08648	3VI3
P08648	3VI4
P08648	4WJK
P08648	4WK0
P08648	4WK2
P08648	4WK4
P37840	1XQ8
P37840	2JN5
P37840	2KKW
P37840	2M55
P37840	2N0A
P37840	2X6M
P37840	3Q25
P37840	3Q26
P37840	3Q27
P37840	3Q28
P37840	3Q29
P37840	4BXL
P37840	4R0U
P37840	4R0W
P37840	4RIK
P37840	4RIL
P37840	4ZNN
P37840	5CRW
P37840	6A6B
P37840	6CT7
P37840	6CU7
P37840	6CU8
P37840	6FLT
P37840	6H6B
P11166	1SUK
P11166	4PYP
P11166	5EQG
P11166	5EQH
P11166	5EQI
P31749	1H10
P31749	1UNP
P31749	1UNQ
P31749	1UNR
P31749	2UVM
P31749	2UZR
P31749	2UZS
P31749	3CQU
P31749	3CQW
P31749	3MV5
P31749	3MVH
P31749	3O96
P31749	3OCB
P31749	3OW4
P31749	3QKK
P31749	3QKL
P31749	3QKM
P31749	4EJN
P31749	4EKK
P31749	4EKL
P31749	4GV1
P31749	5KCV
P31749	6BUU
P31749	6CCY
P31749	6HHF
P31749	6HHG
P31749	6HHH
P31749	6HHI
P31749	6HHJ
P31749	6NPZ
Q92945	2HH2
Q92945	2HH3
Q92945	2JVZ
Q92945	2OPU
Q92945	2OPV
Q92945	4B8T
O00244	1FE0
O00244	1FE4
O00244	1FEE
O00244	1TL4
O00244	1TL5
O00244	2K1R
O00244	2LQ9
O00244	3CJK
O00244	3IWL
O00244	3IWX
O00244	4QOT
O00244	4YDX
O00244	4YEA
O00244	5F0W
O00244	5T7L
P17900	1G13
P17900	1PU5
P17900	1PUB
P17900	1TJJ
P17900	2AF9
P17900	2AG2
P17900	2AG4
P17900	2AG9
P41235	1PZL
P41235	3CBB
P41235	3FS1
P41235	4B7W
P41235	4IQR
P41235	6CHT
P98155	1V9U
P98155	3DPR
P98155	6BYV
Q9NZD2	1SWX
Q9NZD2	1SX6
Q9NZD2	2EUK
Q9NZD2	2EUM
Q9NZD2	2EVD
Q9NZD2	2EVL
Q9NZD2	2EVS
Q9NZD2	2EVT
Q9NZD2	3RIC
Q9NZD2	3RWV
Q9NZD2	3RZN
Q9NZD2	3S0I
Q9NZD2	3S0K
Q9NZD2	4GH0
Q9NZD2	4GHP
Q9NZD2	4GHS
Q9NZD2	4GIX
Q9NZD2	4GJQ
Q9NZD2	4GVT
Q9NZD2	4GXD
Q9NZD2	4GXG
Q9NZD2	4H2Z
P02788	1B0L
P02788	1BKA
P02788	1CB6
P02788	1DSN
P02788	1EH3
P02788	1FCK
P02788	1H43
P02788	1H44
P02788	1H45
P02788	1HSE
P02788	1L5T
P02788	1LCF
P02788	1LCT
P02788	1LFG
P02788	1LFH
P02788	1LFI
P02788	1LGB
P02788	1N76
P02788	1SQY
P02788	1U62
P02788	1VFD
P02788	1VFE
P02788	1XV4
P02788	1XV7
P02788	1Z6V
P02788	1Z6W
P02788	2BJJ
P02788	2DP4
P02788	2GMC
P02788	2GMD
P02788	2HD4
P02788	2PMS
P07360	1IW2
P07360	1LF7
P07360	2OVA
P07360	2OVD
P07360	2OVE
P07360	2QOS
P07360	2RD7
P07360	3OJY
P07360	6H03
P07360	6H04
P03950	1A4Y
P03950	1ANG
P03950	1AWZ
P03950	1B1E
P03950	1B1I
P03950	1B1J
P03950	1GV7
P03950	1H0D
P03950	1H52
P03950	1H53
P03950	1HBY
P03950	1K58
P03950	1K59
P03950	1K5A
P03950	1K5B
P03950	1UN3
P03950	1UN4
P03950	1UN5
P03950	2ANG
P03950	4AHD
P03950	4AHE
P03950	4AHF
P03950	4AHG
P03950	4AHH
P03950	4AHI
P03950	4AHJ
P03950	4AHK
P03950	4AHL
P03950	4AHM
P03950	4AHN
P03950	4AOH
P03950	4B36
P03950	5EOP
P03950	5EPZ
P03950	5EQO
P03950	5M9A
P03950	5M9C
P03950	5M9G
P03950	5M9J
P03950	5M9M
P03950	5M9P
P03950	5M9Q
P03950	5M9R
P03950	5M9S
P03950	5M9T
P03950	5M9V
P04745	1C8Q
P04745	1JXJ
P04745	1JXK
P04745	1MFU
P04745	1MFV
P04745	1NM9
P04745	1Q4N
P04745	1SMD
P04745	1XV8
P04745	1Z32
P04745	3BLK
P04745	3BLP
P04745	3DHP
P01709	1A8J
P01709	1DCL
P01709	1MCW
P01709	2MCG
P01709	3MCG
P01709	4UNT
P01709	4UNU
P01709	4UNV
P01709	5ACL
P01709	5ACM
P80075	1ESR
O43612	1CQ0
O43612	1R02
O43612	1UVQ
O43612	1WSO
P0CG04	1ZVO
P0CG04	2FB4
P0CG04	2IG2
P26440	1IVH
Q9UKU7	1RX0
O95831	1M6I
O95831	4BUR
O95831	4BV6
O95831	4FDC
O95831	4LII
O95831	5FMH
O95831	5FS6
O95831	5FS7
O95831	5FS8
O95831	5FS9
O95831	5KVH
O95831	5KVI
P11310	1EGC
P11310	1EGD
P11310	1EGE
P11310	1T9G
P11310	2A1T
P11310	4P13
Q92947	1SIQ
Q92947	1SIR
Q92947	2R0M
Q92947	2R0N
Q16881	1W1C
Q16881	2CFY
Q16881	2J3N
Q16881	2ZZ0
Q16881	2ZZB
Q16881	2ZZC
Q16881	3QFA
Q16881	3QFB
P16435	1B1C
P16435	3FJO
P16435	3QE2
P16435	3QFC
P16435	3QFR
P16435	3QFS
P16435	3QFT
P16435	5EMN
P16435	5FA6
P14920	2DU8
P14920	2.00E+48
P14920	2.00E+49
P14920	2E4A
P14920	2.00E+82
P14920	2GNZ
P14920	3CUK
P14920	3G3E
P14920	3W4I
P14920	3W4J
P14920	3W4K
P14920	3ZNN
P14920	3ZNO
P14920	3ZNP
P14920	3ZNQ
P14920	4QFC
P14920	4QFD
P14920	5ZJ9
P14920	5ZJA
Q96RQ9	2I8H
P55789	3MBG
P55789	3O55
P55789	3TK0
P55789	3U2L
P55789	3U2M
P55789	3U5S
P55789	4LDK
Q96CD2	1QZU
Q9UJM8	2NZL
Q9UJM8	2RDT
Q9UJM8	2RDU
Q9UJM8	2RDW
Q9UJM8	2W0U
Q9UJM8	5QIB
Q9UJM8	5QIC
Q9UJM8	5QID
Q9UJM8	5QIE
Q9UJM8	5QIF
Q9UJM8	5QIG
Q9UJM8	5QIH
Q9UJM8	6GMB
Q9UJM8	6GMC
O00141	2R5T
O00141	3HDM
O00141	3HDN
P07237	1BJX
P07237	1MEK
P07237	1X5C
P07237	2BJX
P07237	2K18
P07237	3BJ5
P07237	3UEM
P07237	4EKZ
P07237	4EL1
P07237	4JU5
Q7Z2Z2	5ANB
Q7Z2Z2	5ANC
Q8WVQ1	1S18
Q8WVQ1	1S1D
Q8WVQ1	2H2N
Q8WVQ1	2H2U
Q96FI4	1TDH
Q96FI4	4NRV
Q96FI4	5ITQ
Q96FI4	5ITR
Q96FI4	5ITT
Q96FI4	5ITU
Q96FI4	5ITX
Q96FI4	5ITY
P36956	1AM9
P52758	1ONI
P51151	1WMS
Q14541	1LV2
O43617	1SZ7
O43617	2C0J
O43617	2CFH
O43617	3KXC
P09466	4R0B
P02689	2WUT
P02689	3NR3
P02689	4A1H
P02689	4A1Y
P02689	4A8Z
P02689	4BVM
P02689	4D6A
P02689	4D6B
P02689	5N4M
P02689	5N4P
P02689	5N4Q
P02689	6EW2
P02689	6EW4
P02689	6EW5
P50897	3GRO
P00709	1A4V
P00709	1B9O
P00709	1CB3
P00709	1HML
P00709	3B0I
P00709	3B0O
P00709	4L41
P29508	2ZV6
P29508	4ZK0
P29508	4ZK3
P49789	1FHI
P49789	1FIT
P49789	2FHI
P49789	2FIT
P49789	3FIT
P49789	4FIT
P49789	5FIT
P49789	6FIT
P98170	1C9Q
P98170	1F9X
P98170	1G3F
P98170	1G73
P98170	1I3O
P98170	1I4O
P98170	1I51
P98170	1KMC
P98170	1NW9
P98170	1TFQ
P98170	1TFT
P98170	2ECG
P98170	2JK7
P98170	2KNA
P98170	2OPY
P98170	2OPZ
P98170	2POI
P98170	2POP
P98170	2QRA
P98170	2VSL
P98170	3CLX
P98170	3CM2
P98170	3CM7
P98170	3EYL
P98170	3G76
P98170	3HL5
P98170	3UW4
P98170	3UW5
P98170	4EC4
P98170	4HY0
P98170	4IC2
P98170	4IC3
P98170	4J3Y
P98170	4J44
P98170	4J45
P98170	4J46
P98170	4J47
P98170	4J48
P98170	4KJU
P98170	4KJV
P98170	4KMP
P98170	4MTZ
P98170	4OXC
P98170	4WVS
P98170	4WVT
P98170	4WVU
P98170	5C0K
P98170	5C0L
P98170	5C3H
P98170	5C3K
P98170	5C7A
P98170	5C7B
P98170	5C7C
P98170	5C7D
P98170	5C83
P98170	5C84
P98170	5M6E
P98170	5M6F
P98170	5M6H
P98170	5M6L
P98170	5M6M
P98170	5O6T
P98170	5OQW
P98170	6EY2
P98170	6QCI
P12724	1DYT
P12724	1H1H
P12724	1QMT
P12724	2KB5
P12724	2LVZ
P12724	4A2O
P12724	4A2Y
P12724	4OWZ
P12724	4OXB
P12724	4OXF
P12724	4X08
Q9Y275	1JH5
Q9Y275	1KD7
Q9Y275	1KXG
Q9Y275	1OQD
Q9Y275	1OQE
Q9Y275	1OSG
Q9Y275	3V56
Q9Y275	4V46
Q9Y275	4ZCH
Q9Y275	5Y9J
Q9Y275	6FXN
Q9BZX2	1UDW
Q9BZX2	1UEI
Q9BZX2	1UEJ
Q9BZX2	1UFQ
Q9BZX2	1UJ2
Q9BZX2	1XRJ
Q9Y663	1T8T
Q9Y663	1T8U
P14174	1CA7
P14174	1CGQ
P14174	1GCZ
P14174	1GD0
P14174	1GIF
P14174	1LJT
P14174	1MIF
P14174	1P1G
P14174	2OOH
P14174	2OOW
P14174	2OOZ
P14174	3B9S
P14174	3CE4
P14174	3DJH
P14174	3DJI
P14174	3HOF
P14174	3IJG
P14174	3IJJ
P14174	3JSF
P14174	3JSG
P14174	3JTU
P14174	3L5P
P14174	3L5R
P14174	3L5S
P14174	3L5T
P14174	3L5U
P14174	3L5V
P14174	3SMB
P14174	3SMC
P14174	3U18
P14174	3WNR
P14174	3WNS
P14174	3WNT
P14174	4ETG
P14174	4EUI
P14174	4EVG
P14174	4F2K
P14174	4GRN
P14174	4GRO
P14174	4GRP
P14174	4GRQ
P14174	4GRR
P14174	4GRU
P14174	4GUM
P14174	4K9G
P14174	4OSF
P14174	4OYQ
P14174	4P01
P14174	4P0H
P14174	4PKK
P14174	4PKZ
P14174	4PLU
P14174	4TRF
P14174	4TRU
P14174	4WR8
P14174	4WRB
P14174	4XX7
P14174	4XX8
P14174	4Z15
P14174	4Z1T
P14174	4Z1U
P14174	5B4O
P14174	5BS9
P14174	5BSC
P14174	5BSI
P14174	5BSJ
P14174	5EIZ
P14174	5HVS
P14174	5HVT
P14174	5HVV
P14174	5J7P
P14174	5J7Q
P14174	5UMJ
P14174	5UMK
P14174	5UZY
P14174	5V70
P14174	5V73
P14174	5XEJ
P14174	6B1C
P14174	6B1K
P14174	6B2C
P14174	6BG6
P14174	6BG7
P14174	6CB5
P14174	6CBF
P14174	6CBG
P14174	6CBH
P14174	6FVE
P14174	6FVH
P15086	1KWM
P15086	1ZLI
Q9HB21	1EAZ
P62312	3JCR
P62312	5O9Z
P62312	6AH0
P62312	6AHD
P62312	6QW6
P62312	6QX9
Q9BY32	2CAR
Q9BY32	2I5D
Q9BY32	2J4E
Q9BY32	4F95
O75390	5UZP
O75390	5UZQ
O75390	5UZR
Q9GZU7	1T9Z
Q9GZU7	1TA0
Q9GZU7	2GHQ
Q9GZU7	2GHT
Q9GZU7	3L0B
Q9GZU7	3L0C
Q9GZU7	3L0Y
Q9GZU7	3PGL
Q9GZU7	4YGY
Q9GZU7	4YH1
Q9GZU7	6DU3
O14964	2D3G
O14964	3F1I
O14964	3OBQ
O14964	3ZYQ
O14964	4AVX
P17931	1A3K
P17931	1KJL
P17931	1KJR
P17931	2NMN
P17931	2NMO
P17931	2NN8
P17931	2XG3
P17931	3AYA
P17931	3AYC
P17931	3AYD
P17931	3AYE
P17931	3T1L
P17931	3T1M
P17931	3ZSJ
P17931	3ZSK
P17931	3ZSL
P17931	3ZSM
P17931	4BLI
P17931	4BLJ
P17931	4BM8
P17931	4JC1
P17931	4JCK
P17931	4LBJ
P17931	4LBK
P17931	4LBL
P17931	4LBM
P17931	4LBN
P17931	4LBO
P17931	4R9A
P17931	4R9B
P17931	4R9C
P17931	4R9D
P17931	4RL7
P17931	4XBN
P17931	5.00E+88
P17931	5.00E+89
P17931	5E8A
P17931	5EXO
P17931	5H9P
P17931	5H9R
P17931	5IUQ
P17931	5NF7
P17931	5NF9
P17931	5NFA
P17931	5NFB
P17931	5NFC
P17931	5OAX
P17931	5ODY
P17931	6B8K
P17931	6EOG
P17931	6EOL
P17931	6EXY
P17931	6EYM
P17931	6F2Q
P17931	6F6Y
P17931	6FK2
P17931	6FOF
P17931	6G0V
P17931	6I74
P17931	6I75
P17931	6I76
P17931	6I77
P17931	6I78
P17931	6QGE
P17931	6QGF
P35398	1N83
P35398	1S0X
P35398	4S15
Q9ULY5	3WH2
Q9ULY5	3WH3
Q96GD4	4AF3
P20813	3IBD
P20813	3QOA
P20813	3QU8
P20813	3UA5
P20813	4I91
P20813	4RQL
P20813	4RRT
P20813	4ZV8
P20813	5UAP
P20813	5UDA
P20813	5UEC
P20813	5UFG
P20813	5WBG
Q9H1R3	2LV6
Q9H1R3	3KF9
P51681	1ND8
P51681	1NE0
P51681	1OPN
P51681	1OPT
P51681	1OPW
P51681	2L87
P51681	2MZX
P51681	2RLL
P51681	2RRS
P51681	4MBS
P51681	5UIW
P51681	5YD3
P51681	5YD4
P51681	5YD5
P51681	5YY4
P51681	6FGP
P51681	6MEO
P51681	6MET
Q13509	5IJ0
Q13509	5IJ9
Q13509	5JCO
Q13509	6E7B
P39023	4UG0
P39023	4V6X
P39023	5AJ0
P39023	5LKS
P39023	5T2C
P39023	6EK0
P39023	6QZP
P02452	1Q7D
P02452	2LLP
P02452	3EJH
P02452	3GXE
P02452	5CTD
P02452	5CTI
P02452	5CVA
P02452	5CVB
P02452	5K31
P02452	5OU8
P02452	5OU9
P09958	4OMC
P09958	4OMD
P09958	4RYD
P09958	4Z2A
P09958	5JMO
P09958	5JXG
P09958	5JXH
P09958	5JXI
P09958	5JXJ
P09958	5MIM
P09958	6EQV
P09958	6EQW
P09958	6EQX
P09958	6HLB
P09958	6HLD
P09958	6HLE
P09958	6HZA
P09958	6HZB
P09958	6HZC
P09958	6HZD
P56696	2OVC
P56696	4GOW
P56696	6N5W
Q9NR82	6B8Q
P56524	2H8N
P56524	2O94
P56524	2VQJ
P56524	2VQM
P56524	2VQO
P56524	2VQQ
P56524	2VQV
P56524	2VQW
P56524	3UXG
P56524	3UZD
P56524	3V31
P56524	4CBT
P56524	4CBY
P56524	5A2S
P56524	5ZOO
P56524	5ZOP
P56524	6FYZ
Q9UQL6	5UWI
Q8WUI4	3C0Y
Q8WUI4	3C0Z
Q8WUI4	3C10
Q8WUI4	3ZNR
Q8WUI4	3ZNS
P06280	1R46
P06280	1R47
P06280	3GXN
P06280	3GXP
P06280	3GXT
P06280	3HG2
P06280	3HG3
P06280	3HG4
P06280	3HG5
P06280	3LX9
P06280	3LXA
P06280	3LXB
P06280	3LXC
P06280	3S5Y
P06280	3S5Z
P06280	3TV8
P06280	4NXS
Q02750	1S9J
Q02750	2P55
Q02750	3DV3
Q02750	3DY7
Q02750	3E8N
Q02750	3EQB
Q02750	3EQC
Q02750	3EQD
Q02750	3EQF
Q02750	3EQG
Q02750	3EQH
Q02750	3EQI
Q02750	3MBL
Q02750	3ORN
Q02750	3OS3
Q02750	3PP1
Q02750	3SLS
Q02750	3V01
Q02750	3V04
Q02750	3VVH
Q02750	3W8Q
Q02750	3WIG
Q02750	3ZLS
Q02750	3ZLW
Q02750	3ZLX
Q02750	3ZLY
Q02750	3ZM4
Q02750	4AN2
Q02750	4AN3
Q02750	4AN9
Q02750	4ANB
Q02750	4ARK
Q02750	4LMN
Q02750	4MNE
Q02750	4U7Z
Q02750	4U80
Q02750	4U81
Q02750	5BX0
Q02750	5EYM
Q02750	5HZE
Q02750	5YT3
Q13882	1RJA
Q13882	2KGT
Q13882	5D7V
Q13882	5DA3
Q13882	5H2U
Q13882	6CZ2
Q13882	6CZ3
Q13882	6CZ4
P48551	1N6U
P48551	1N6V
P48551	2HYM
P48551	2KZ1
P48551	2LAG
P48551	3S8W
P48551	3S9D
P48551	3SE3
P48551	3SE4
P68871	1A00
P68871	1A01
P68871	1A0U
P68871	1A0Z
P68871	1A3N
P68871	1A3O
P68871	1ABW
P68871	1ABY
P68871	1AJ9
P68871	1B86
P68871	1BAB
P68871	1BBB
P68871	1BIJ
P68871	1BUW
P68871	1BZ0
P68871	1BZ1
P68871	1BZZ
P68871	1C7B
P68871	1C7C
P68871	1C7D
P68871	1CBL
P68871	1CBM
P68871	1CH4
P68871	1CLS
P68871	1CMY
P68871	1COH
P68871	1DKE
P68871	1DXT
P68871	1DXU
P68871	1DXV
P68871	1FN3
P68871	1G9V
P68871	1GBU
P68871	1GBV
P68871	1GLI
P68871	1GZX
P68871	1HAB
P68871	1HAC
P68871	1HBA
P68871	1HBB
P68871	1HBS
P68871	1HCO
P68871	1HDB
P68871	1HGA
P68871	1HGB
P68871	1HGC
P68871	1HHO
P68871	1IRD
P68871	1J3Y
P68871	1J3Z
P68871	1J40
P68871	1J41
P68871	1J7S
P68871	1J7W
P68871	1J7Y
P68871	1JY7
P68871	1K0Y
P68871	1K1K
P68871	1KD2
P68871	1LFL
P68871	1LFQ
P68871	1LFT
P68871	1LFV
P68871	1LFY
P68871	1LFZ
P68871	1LJW
P68871	1M9P
P68871	1MKO
P68871	1NEJ
P68871	1NIH
P68871	1NQP
P68871	1O1I
P68871	1O1J
P68871	1O1K
P68871	1O1L
P68871	1O1M
P68871	1O1N
P68871	1O1O
P68871	1O1P
P68871	1QI8
P68871	1QSH
P68871	1QSI
P68871	1QXD
P68871	1QXE
P68871	1R1X
P68871	1R1Y
P68871	1RPS
P68871	1RQ3
P68871	1RQ4
P68871	1RQA
P68871	1RVW
P68871	1SDK
P68871	1SDL
P68871	1THB
P68871	1UIW
P68871	1VWT
P68871	1XXT
P68871	1XY0
P68871	1XYE
P68871	1XZ2
P68871	1XZ4
P68871	1XZ5
P68871	1XZ7
P68871	1XZU
P68871	1XZV
P68871	1Y09
P68871	1Y0A
P68871	1Y0C
P68871	1Y0D
P68871	1Y0T
P68871	1Y0W
P68871	1Y22
P68871	1Y2Z
P68871	1Y31
P68871	1Y35
P68871	1Y45
P68871	1Y46
P68871	1Y4B
P68871	1Y4F
P68871	1Y4G
P68871	1Y4P
P68871	1Y4Q
P68871	1Y4R
P68871	1Y4V
P68871	1Y5F
P68871	1Y5J
P68871	1Y5K
